OrderItemID,MenuID,Price,QuantityPurchased,OrderID,Size
448,17,5.45,1,439,0
449,20,14.5,2,440,-1
450,22,6.7,1,441,-1
451,10,4.4,1,442,-1
452,24,14.0,2,443,0
453,16,14.0,2,444,1
454,31,14.0,2,445,0
455,17,5.45,1,446,0
456,19,16.5,2,447,1
457,25,9.9,2,448,-1
458,28,15.5,2,449,0
459,12,12.1,2,450,0
460,4,12.0,2,451,-1
461,4,6.25,1,452,-1
462,30,6.25,1,453,-1
463,30,14.5,2,454,-1
464,16,7.0,1,455,1
465,3,12.5,2,456,-1
466,20,13.5,2,457,0
467,27,15.0,2,458,0
468,16,14.5,2,459,1
469,30,14.5,2,460,-1
470,19,15.5,2,461,0
471,19,12.5,2,462,-1
472,6,15.5,2,463,0
473,24,12.5,2,464,-1
474,27,6.0,1,465,-1
475,20,8.25,1,466,1
476,13,12.5,2,467,-1
477,7,13.5,2,468,0
478,20,7.5,1,469,1
479,11,6.35,1,470,0
480,31,15.0,2,471,1
481,13,6.0,1,472,-1
482,13,14.5,2,473,1
483,31,7.5,1,474,1
484,9,6.5,1,475,-1
485,12,6.55,1,476,-1
486,29,6.25,1,477,-1
487,33,13.0,2,478,-1
488,27,7.0,1,478,1
489,28,14.5,2,479,1
490,22,15.4,2,480,1
491,21,6.7,1,481,-1
492,22,14.4,2,482,0
493,17,11.9,2,483,1
494,12,6.55,1,484,1
495,12,13.1,2,485,1
496,18,14.5,2,486,-1
497,6,12.5,2,487,-1
498,28,6.5,1,488,-1
499,10,8.8,2,489,-1
500,3,14.5,2,490,1
501,13,7.25,1,491,1
502,31,15.5,2,492,1
503,4,7.25,1,493,1
504,30,15.5,2,494,0
505,32,7.75,1,495,1
506,3,7.25,1,496,1
507,30,6.25,1,497,-1
508,15,14.0,2,498,1
509,31,7.5,1,499,1
510,26,13.5,2,500,0
511,12,11.1,2,501,-1
512,12,6.8,1,502,1
513,17,6.95,1,503,1
514,14,7.25,1,504,1
515,14,12.5,2,505,-1
516,20,6.75,1,506,0
517,5,6.25,1,507,-1
518,11,9.19,2,508,-1
519,20,15.5,2,509,0
520,1,11.1,2,510,-1
521,26,8.0,1,511,0
522,9,15.0,2,512,1
523,15,13.0,2,513,0
524,8,6.75,1,514,-1
525,13,7.0,1,515,1
526,18,14.5,2,516,1
527,23,7.05,1,517,0
528,30,16.0,2,518,0
529,10,12.3,2,519,0
530,31,6.75,1,520,-1
531,1,14.1,2,521,0
532,13,14.0,2,522,-1
533,13,6.5,1,523,0
534,22,14.4,2,524,0
535,12,5.55,1,525,-1
536,19,16.5,2,526,1
537,26,6.25,1,527,-1
538,13,7.0,1,528,1
539,22,13.4,2,529,-1
540,12,13.1,2,530,1
541,31,14.0,2,531,0
542,21,7.95,1,532,1
543,33,15.5,2,533,1
544,15,6.5,1,534,0
545,6,14.0,2,535,1
546,29,7.25,1,536,-1
547,6,14.5,2,537,1
548,13,13.0,2,538,0
549,21,7.2,1,539,0
550,8,14.0,2,540,0
551,13,14.0,2,541,1
552,17,10.9,2,542,0
553,29,14.5,2,543,1
554,9,7.5,1,544,-1
555,23,6.55,1,545,1
556,22,7.2,1,546,0
557,27,7.5,1,547,0
558,3,6.75,1,548,0
559,3,7.25,1,549,-1
560,28,14.5,2,550,1
561,25,6.2,1,551,-1
562,30,13.5,2,552,0
563,9,13.0,2,553,-1
564,21,14.9,2,554,0
565,21,17.39,2,555,1
566,17,14.4,2,556,1
567,31,15.0,2,557,1
568,30,7.25,1,558,1
569,30,12.5,2,559,-1
570,11,10.19,2,560,0
571,14,7.5,1,561,0
572,19,6.75,1,562,0
573,14,8.0,1,563,1
574,29,14.5,2,564,-1
575,10,4.4,1,565,-1
576,7,12.5,2,566,-1
577,5,14.5,2,567,1
578,11,11.2,2,568,-1
579,29,16.5,2,569,1
580,2,8.0,1,570,1
581,9,15.5,2,571,1
582,1,6.05,1,572,0
583,16,13.0,2,573,0
584,30,7.25,1,574,1
585,3,7.25,1,575,1
586,14,7.0,1,576,1
587,6,12.0,2,577,-1
588,32,8.0,1,578,0
589,9,17.0,2,579,1
590,12,12.1,2,580,0
591,10,12.3,2,581,0
592,13,6.5,1,582,0
593,22,8.19,1,583,0
594,24,12.5,2,584,-1
595,17,12.4,2,585,-1
596,13,12.0,2,586,-1
597,18,13.5,2,587,0
598,20,7.25,1,588,1
599,4,6.5,1,589,0
600,4,14.0,2,590,-1
601,10,5.4,1,591,1
602,32,6.5,1,592,-1
603,31,7.5,1,593,1
604,27,12.0,2,594,-1
605,5,13.0,2,595,0
606,19,7.25,1,596,1
607,17,4.95,1,597,-1
608,28,12.5,2,598,-1
609,9,7.75,1,599,1
610,24,8.25,1,600,1
611,32,17.5,2,601,1
612,12,6.05,1,602,0
613,33,7.75,1,603,1
614,7,12.5,2,604,-1
615,17,4.95,1,604,-1
616,13,7.75,1,605,0
617,32,17.0,2,606,1
618,12,5.55,1,607,-1
619,31,15.5,2,608,1
620,10,5.4,1,609,1
621,33,7.75,1,610,-1
622,27,7.0,1,611,1
623,18,6.25,1,612,-1
624,18,7.25,1,613,-1
625,23,13.1,2,614,1
626,11,10.19,2,615,0
627,24,7.25,1,616,-1
628,16,15.0,2,617,0
629,23,6.55,1,618,1
630,25,5.45,1,619,0
631,19,13.5,2,620,0
632,4,13.0,2,621,0
633,8,7.0,1,622,0
634,1,6.05,1,623,0
635,24,6.75,1,624,0
636,17,5.2,1,625,-1
637,28,6.25,1,626,-1
638,27,13.5,2,627,0
639,25,5.95,1,628,1
640,31,8.0,1,629,0
641,29,15.5,2,630,0
642,25,10.9,2,630,0
643,18,14.5,2,631,1
644,21,7.95,1,632,1
645,14,14.0,2,633,-1
646,20,8.25,1,634,1
647,17,5.95,1,635,1
648,11,5.6,1,636,-1
649,15,6.25,1,637,-1
650,30,14.5,2,638,1
651,17,4.95,1,639,-1
652,30,16.0,2,640,0
653,23,12.1,2,641,0
654,11,11.2,2,642,1
655,16,6.0,1,643,-1
656,20,17.0,2,644,1
657,25,9.9,2,645,-1
658,19,16.5,2,646,1
659,7,7.25,1,647,1
660,13,6.0,1,648,-1
661,16,14.0,2,649,1
662,4,8.0,1,650,1
663,3,7.5,1,651,-1
664,7,8.25,1,652,1
665,13,7.5,1,653,0
666,17,10.9,2,654,0
667,14,6.5,1,655,0
668,9,7.75,1,656,1
669,19,14.5,2,657,1
670,13,7.25,1,657,-1
671,22,8.19,1,658,0
672,19,7.0,1,659,0
673,13,6.0,1,660,-1
674,29,15.5,2,661,0
675,29,16.5,2,662,1
676,29,15.5,2,663,0
677,32,15.5,2,664,1
678,5,7.0,1,665,1
679,5,12.5,2,666,-1
680,2,6.75,1,667,1
681,29,16.5,2,668,1
682,25,10.9,2,668,0
683,27,12.0,2,669,-1
684,13,6.75,1,670,0
685,9,7.25,1,671,0
686,4,13.0,2,672,0
687,33,7.5,1,673,1
688,23,7.05,1,674,0
689,14,14.5,2,675,1
690,33,7.5,1,676,-1
691,6,14.0,2,677,1
692,21,7.2,1,678,0
693,33,6.5,1,679,-1
694,6,7.0,1,680,1
695,16,12.0,2,681,-1
696,3,14.5,2,682,1
697,24,12.5,2,683,-1
698,3,7.0,1,684,0
699,8,16.5,2,685,0
700,28,6.25,1,686,-1
701,21,16.89,2,687,0
702,25,6.2,1,688,1
703,7,6.25,1,689,-1
704,12,11.6,2,690,-1
705,22,7.7,1,691,1
706,19,7.0,1,692,0
707,6,7.25,1,693,1
708,2,12.5,2,694,0
709,12,6.55,1,695,1
710,29,7.25,1,696,1
711,12,6.55,1,697,-1
712,22,16.39,2,698,0
713,26,6.5,1,699,-1
714,30,8.25,1,700,1
715,8,7.0,1,701,0
716,13,12.0,2,702,-1
717,26,7.25,1,703,1
718,16,7.5,1,704,0
719,8,7.0,1,705,0
720,27,7.0,1,706,1
721,8,7.5,1,707,-1
722,21,6.7,1,708,-1
723,25,10.4,2,709,-1
724,6,15.0,2,710,0
725,3,7.25,1,711,1
726,4,15.0,2,712,0
727,8,14.0,2,713,0
728,29,7.75,1,714,0
729,15,13.0,2,715,0
730,27,6.5,1,716,0
731,19,6.75,1,717,0
732,16,13.0,2,718,0
733,8,13.5,2,719,-1
734,15,7.0,1,720,1
735,27,7.5,1,721,0
736,10,5.4,1,722,1
737,1,12.1,2,723,0
738,9,6.75,1,724,-1
739,11,11.7,2,724,1
740,26,6.25,1,725,-1
741,28,17.0,2,726,1
742,18,6.25,1,727,-1
743,13,6.0,1,728,-1
744,33,6.5,1,729,-1
745,7,14.5,2,730,1
746,31,6.75,1,731,-1
747,7,7.25,1,732,1
748,27,7.0,1,733,1
749,24,7.25,1,734,1
750,12,11.6,2,735,-1
751,21,7.2,1,736,0
752,3,13.5,2,737,0
753,30,15.0,2,738,1
754,3,13.0,2,739,-1
755,3,7.5,1,740,1
756,7,14.0,2,741,0
757,15,6.5,1,742,0
758,29,14.5,2,743,1
759,11,10.19,2,744,0
760,23,13.1,2,745,1
761,23,11.1,2,746,-1
762,19,12.5,2,747,-1
763,8,17.0,2,748,1
764,10,5.65,1,749,-1
765,3,14.5,2,750,1
766,17,10.9,2,751,0
767,4,14.0,2,752,-1
768,28,14.5,2,752,1
769,4,14.0,2,753,1
770,31,13.0,2,754,-1
771,5,16.0,2,755,1
772,15,6.5,1,756,0
773,24,13.5,2,757,0
774,23,6.05,1,758,0
775,32,13.0,2,759,-1
776,16,13.5,2,760,0
777,31,15.5,2,761,-1
778,1,6.55,1,762,1
779,29,13.5,2,763,0
780,3,12.5,2,764,-1
781,27,6.0,1,765,-1
782,29,6.25,1,766,-1
783,28,6.25,1,767,-1
784,2,12.0,2,767,-1
785,17,5.45,1,768,0
786,23,6.05,1,769,0
787,25,11.4,2,770,0
788,29,15.5,2,771,0
789,26,15.5,2,772,0
790,26,14.5,2,773,1
791,24,6.75,1,774,0
792,4,12.5,2,775,-1
793,29,6.75,1,776,0
794,1,13.1,2,776,1
795,3,14.5,2,777,1
796,19,6.25,1,778,-1
797,17,6.45,1,779,0
798,26,15.0,2,780,1
799,27,16.5,2,781,1
800,27,13.0,2,782,0
801,16,6.5,1,783,0
802,15,12.0,2,784,-1
803,33,15.0,2,785,-1
804,16,6.5,1,786,0
805,23,7.05,1,787,0
806,18,6.75,1,788,0
807,4,8.0,1,788,1
808,7,14.5,2,789,1
809,1,6.8,1,790,1
810,13,12.0,2,791,-1
811,27,6.0,1,792,-1
812,30,15.0,2,793,-1
813,28,15.5,2,794,0
814,1,6.8,1,795,-1
815,32,6.5,1,796,-1
816,2,5.75,1,797,-1
817,31,13.5,2,798,-1
818,7,7.25,1,799,-1
819,10,6.15,1,800,0
820,24,6.75,1,801,0
821,23,7.55,1,802,1
822,26,6.25,1,803,-1
823,11,9.19,2,804,-1
824,17,5.2,1,805,-1
825,19,15.5,2,806,0
826,22,13.4,2,807,-1
827,7,13.0,2,808,-1
828,24,13.5,2,809,0
829,20,8.0,1,810,0
830,1,6.3,1,811,0
831,9,8.5,1,812,1
832,19,15.5,2,813,0
833,15,7.25,1,814,-1
834,20,6.25,1,815,-1
835,28,6.75,1,816,0
836,4,6.0,1,816,-1
837,19,15.0,2,817,1
838,8,14.0,2,818,0
839,29,7.5,1,819,1
840,9,7.75,1,820,1
841,32,6.75,1,821,-1
842,20,6.75,1,822,0
843,25,10.9,2,823,0
844,3,8.25,1,824,1
845,32,14.5,2,825,0
846,7,8.25,1,826,1
847,18,6.75,1,827,0
848,3,6.75,1,828,0
849,30,7.75,1,829,0
850,27,13.5,2,830,0
851,13,7.25,1,831,-1
852,2,6.75,1,832,1
853,31,16.0,2,832,0
854,33,7.5,1,833,1
855,7,12.5,2,834,-1
856,1,6.3,1,835,0
857,23,5.55,1,836,-1
858,17,10.9,2,837,0
859,19,7.5,1,838,1
860,27,6.5,1,839,0
861,22,14.4,2,840,0
862,4,6.25,1,841,-1
863,5,14.5,2,842,1
864,20,13.0,2,843,-1
865,18,13.0,2,844,-1
866,20,13.0,2,845,-1
867,27,12.5,2,846,-1
868,19,13.0,2,847,-1
869,12,6.3,1,848,0
870,5,16.0,2,849,1
871,5,14.0,2,850,1
872,14,7.75,1,851,0
873,16,13.0,2,851,0
874,19,14.5,2,852,1
875,6,6.0,1,853,-1
876,4,6.5,1,854,0
877,20,12.5,2,855,-1
878,12,12.1,2,856,0
879,26,14.5,2,857,1
880,26,15.5,2,858,0
881,16,6.0,1,859,-1
882,8,8.0,1,860,0
883,1,6.8,1,861,1
884,15,8.0,1,862,1
885,10,4.4,1,863,-1
886,18,13.5,2,864,0
887,7,7.0,1,865,0
888,26,7.25,1,866,1
889,26,7.75,1,867,0
890,8,7.0,1,868,0
891,18,6.75,1,869,0
892,28,14.5,2,870,1
893,16,12.0,2,871,-1
894,4,6.0,1,872,-1
895,31,15.0,2,873,1
896,15,14.0,2,874,1
897,4,6.5,1,875,0
898,28,7.25,1,876,1
899,27,12.0,2,877,-1
900,23,12.1,2,878,0
901,7,12.5,2,879,-1
902,21,6.7,1,880,-1
903,18,14.5,2,881,1
904,18,7.25,1,881,1
905,19,8.0,1,882,0
906,17,5.95,1,883,1
907,3,14.0,2,884,0
908,32,6.75,1,885,-1
909,7,13.0,2,886,-1
910,10,6.4,1,887,1
911,20,14.0,2,888,0
912,25,11.4,2,889,0
913,13,7.0,1,890,1
914,31,14.0,2,891,0
915,23,15.1,2,892,1
916,29,8.0,1,893,0
917,29,6.5,1,894,-1
918,24,12.5,2,895,-1
919,9,13.0,2,896,-1
920,21,7.45,1,897,0
921,25,11.9,2,898,1
922,20,12.5,2,899,-1
923,25,11.9,2,900,1
924,8,13.0,2,901,-1
925,27,14.0,2,902,1
926,20,8.25,1,903,1
927,7,6.75,1,904,0
928,25,5.45,1,905,0
929,24,13.0,2,906,-1
930,25,5.45,1,907,0
931,16,6.0,1,908,-1
932,18,6.75,1,909,0
933,8,7.0,1,910,0
934,25,5.45,1,911,0
935,26,12.5,2,912,-1
936,1,5.55,1,913,-1
937,28,7.75,1,914,0
938,30,6.25,1,915,-1
939,12,11.1,2,916,-1
940,18,6.25,1,917,-1
941,4,8.0,1,918,1
942,4,13.0,2,918,0
943,30,7.0,1,919,0
944,6,14.0,2,920,1
945,20,12.5,2,921,-1
946,16,6.0,1,922,-1
947,10,4.9,1,923,0
948,28,6.75,1,924,0
949,20,8.5,1,925,1
950,12,12.1,2,926,0
951,26,14.5,2,927,1
952,13,6.0,1,928,-1
953,9,6.5,1,929,-1
954,33,6.5,1,930,-1
955,8,8.5,1,931,1
956,12,13.1,2,932,1
957,13,7.25,1,933,1
958,8,8.25,1,934,0
959,16,16.0,2,935,1
960,3,14.0,2,936,0
961,1,12.1,2,937,0
962,10,10.8,2,938,1
963,30,6.75,1,939,0
964,29,7.25,1,940,1
965,4,12.0,2,941,-1
966,20,13.0,2,942,-1
967,2,12.5,2,943,0
968,10,10.8,2,944,1
969,6,6.5,1,945,0
970,13,7.0,1,946,-1
971,13,12.0,2,947,-1
972,6,6.0,1,948,-1
